smiles,A,V,N,H,J,B,S,C,D,R,G,P,M,L
CN1N=NN=C1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(O)C3=CC=CC=C3)C2SC1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
COC1(NC(=O)CC2=CC=CS2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC21,0,0,0,0,1,0,0,0,0,0,0,0,0,0
O=C1CN(N=CC2=CC=C(C3=CC=C([N+](=O)[O-])C=C3)O2)C(=O)N1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CC1=C(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)C(C2=C(Cl)C=CC=C2Cl)=NO1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CNCC(O)C1=CC(OC(=O)C(C)(C)C)=C(OC(=O)C(C)(C)C)C=C1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CC(C(=O)O)C1=CC(OC2=CC=CC=C2)=CC=C1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CCSC1=CC2=C(C=C1)SC1=CC=CC=C1N2CCCN1CCN(C)CC1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CC1=CC=C(C(=O)C2=CC=C(CC(=O)O)N2C)C=C1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C2=CC(OC)=C(OC)C=C2)C(C)C)C=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCC(CO)NC(=O)C1C=C2C3=C4C(=CN(C)C4=CC=C3)CC2N(C)C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CNC1CCC(C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C21,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCC(=O)C1=CC2=C(C=C1)SC1=CC=CC=C1N2CC(C)N(C)C,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FC1=CC=C(C2CCNCC2COC2=CC3=C(C=C2)OCO3)C=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
O=C(C1=CC=C(F)C=C1)C1CCN(CCN2C(=O)NC3=CC=CC=C3C2=O)CC1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CC(O)(P(=O)(O)O)P(=O)(O)O,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CC(=O)OC1=C(C)C(C)=C(OCC(O)CNC(C)C)C=C1C,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CSC12)C1=CSC(N)=N1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCN(CC)C(=O)C1=CC=CC(C)=C1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
O=C(O)COC1=C(Cl)C(Cl)=C(C(=O)C2=CC=CS2)C=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC(=O)OC1=CC=CC(O)=C1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
OC1=CC=C(C(O)CNCCCCCCNCC(O)C2=CC=C(O)C(O)=C2)C=C1O,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CC12CCC3C4=CC=C(OC(=O)N(CCCl)CCCl)C=C4CCC3C1CCC2OP(=O)([O-])[O-],0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCC(NC(C)C)C(O)C1=CC=C(O)C2=C1C=CC(=O)N2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CC1(C)SC2C(NC(=O)COC3=CC=CC=C3)C(=O)N2C1C(=O)O,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSC3=NNN=C3)CSC12)C1=CC=C(O)C=C1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OC1=CC=CC2=CC=CN=C12,1,0,0,0,0,0,0,0,1,1,1,0,0,0
CNC(=O)OC1=CC=C2C(=C1)C1(C)CCN(C)C1N2C,0,1,0,0,0,0,1,0,0,0,0,0,0,0
COC1C(OC(C)=O)CC(=O)OC(C)CC=CC=CC(OC2CCC(N(C)C)C(C)O2)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(N(C)C)C1O,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCCCNC(=O)NS(=O)(=O)C1=CC=C(N)C=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=CC=C(S(=O)(=O)NC(=O)NC2C3CCC(C)(C2O)C3(C)C)C=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
COC1=CC2=C(C=C1)C(C)(C)C(=O)N(CCC1=CC=C(S(=O)(=O)NC(=O)NC3CCCCC3)C=C1)C2=O,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NC1=CC=C(S(=O)(=O)NC2=CC=CC=N2)C=C1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC=C1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NC(N)=NS(=O)(=O)C1=CC=C(N)C=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
COC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)C=C1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
O=C(O)C1=CC=CC=C1C(=O)NC1=CC=C(S(=O)(=O)NC2=NC=CS2)C=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=CC=C(S(=O)(=O)[N-]Cl)C=C1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
O=C(O)CCC(=O)NC1=CC=C(S(=O)(=O)NC2=NC=CS2)C=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
COC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC(C)=N1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NC1=CC=C(C(=O)O)C=C1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CC(=O)NC1=C(I)C=C(I)C(C(=O)O)=C1I,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCOC1=CC=C(C2=CC(C3=CC=C(C(=O)NC4CC(O)C(O)NC(=O)C5C(O)C(C)CN5C(=O)C(C(O)CC(N)=O)NC(=O)C(C(O)C(O)C5=CC=C(O)C(OS(=O)(=O)[O-])=C5)NC(=O)C5CC(O)CN5C(=O)C(C(C)O)NC4=O)C=C3)=NO2)C=C1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCN(CC)CC1=CC(NC2=CC=NC3=CC(Cl)=CC=C23)=CC=C1O,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CC1CN(C2=CC3=C(C=C2F)C(=O)C(C(=O)O)=CN3C2=CC=C(F)C=C2F)CCN1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CON=C1CN(C2=NC3=C(C=C2F)C(=O)C(C(=O)O)=CN3C2CC2)CC1CN,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN1CCN(C2=C(F)C=C3C(=O)C(C(=O)O)=CN4CCSC2=C34)CC1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NC1CN(C2=C(F)C=C3C(=O)C(C(=O)O)=CN(C4CC4F)C3=C2Cl)CC12CC2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C=C1C2=C(Cl)C=CC(O)=C2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CCCC(O)C(CC)CO,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OC1=C(CC2=C(O)C=CC(Cl)=C2)C=C(Cl)C=C1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,0,0,0,0,0,0,0,0,0,0,1,0,0,0
C#CC1(O)CCC2C3CCC4=C(C=CC(O)=C4)C3C(OC)CC21C,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1OC,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CC1CCCC(C)N1NC(=O)C1=CC(S(N)(=O)=O)=C(Cl)C=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CN(C(=O)C(Cl)Cl)C1=CC=C(OC(=O)C2=CC=CO2)C=C1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CC1CCC2C(C)C(OC(=O)CCC(=O)O)OC3OC4(C)CCC1C32OO4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
COC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CCCCN(CCCC)CC(O)C1=CC(Cl)=CC2=C1C1=CC=C(Cl)C=C1C2=CC1=CC=C(Cl)C=C1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CCCCN(CCCC)CCC(O)C1=CC2=C(Cl)C=C(Cl)C=C2C2=CC(C(F)(F)F)=CC=C12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CC(=O)OC1=CC=CC=C1C(=O)NC1=NC=C([N+](=O)[O-])S1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CC(C)N=C(N)N=C(N)NC1=CC=C(Cl)C=C1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
O=C(CN1C=CN=C1[N+](=O)[O-])NCC1=CC=CC=C1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CN1C(O)=C(N=NC(N)=S)C2=CC=CC=C21,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(C)CN(CC(OP(=O)(O)O)C(CC1=CC=CC=C1)NC(=O)OC1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(O)C(NCCN)NC(=O)C2C(O)CCN2C(=O)C(C(O)CCN)NC(=O)C(C(O)C(O)C2=CC=C(O)C=C2)NC(=O)C2CC(O)CN2C(=O)C(C(C)O)NC1=O,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC1(C)SC2C(NC(=O)C(C(=O)O)C3=CSC=C3)C(=O)N2C1C(=O)O,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CNC(=O)CC(N)C(=O)NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)C1=CC=C(O)C=C1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(NC(=O)C(N)C3=CC=CC=C3)C2SC1(C)C,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(=N)N1CCC(SC2=C(C(=O)O)N3C(=O)C(C(C)O)C3C2)C1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CNC1C(OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)CO)OC(CO)C(O)C1O,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CC1=C(C)OC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
COC1=CN=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=C1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
O=S([O-])CNC1=CC=C(S(=O)(=O)C2=CC=C(NCS(=O)[O-])C=C2)C=C1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2OC(C)=O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,0,0,0,0,1,0,1,0,1,0,0,0,0,0
CCCCC1=C(C(=O)C2=CC=C(OCCCN(CCCC)CCCC)C=C2)C2=C(C=CC(NS(C)(=O)=O)=C2)O1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC1NCC2=CC(C3=CC=C4C(=O)C(C(=O)O)=CN(C5CC5)C4=C3OC(F)F)=CC=C21,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC2=CC=C(OC)C=C12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
COC1C=COC2(C)OC3=C(C2=O)C2=C(O)C=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C(O)=C2C(O)=C3C,1,0,0,0,1,0,1,0,1,0,0,0,0,0
COC1C=COC2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C1=C(N=C5C=C(C)C=CN51)C4=C3C2=O,1,0,0,0,0,0,0,0,1,0,0,0,0,0
CCC(C(C)O)N1N=CN(C2=CC=C(N3CCN(C4=CC=C(OCC5COC(CN6C=NC=N6)(C6=C(F)C=C(F)C=C6)C5)C=C4)CC3)C=C2)C1=O,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC1=NC2=CC=CC=C2N1CC1=CC=C(Cl)C=C1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CCN(C)C(=O)OC1=CC=CC(C(C)N(C)C)=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC1=CC(N2CC(CO)OC2=O)=CC=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
O=C(NCCN1CCOCC1)C1=CC=C(Cl)C=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C#CCNC1CCC2=CC=CC=C21,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C#CCN(C)CC1=CC=CC=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CN(C)CCCN1C2=CC=CC=C2C(C)(C)C2=CC=CC=C21,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC(C)CC(N(C)C)C1(C2=CC=C(Cl)C=C2)CCC1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCOC1=CC=CC=C1OCC1CNCCO1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCOC1=CC=CC=C1OC(C1=CC=CC=C1)C1CNCCO1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CNCCC(OC1=CC=CC=C1C)C1=CC=CC=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CN1C2=CC=CC=C2C(NCCCCCCC(=O)O)C2=C(C=C(Cl)C=C2)S1(=O)=O,0,0,1,0,0,0,0,0,0,0,0,0,0,0
O=C1NC2=CC=CC=C2N1CCN1CCN(C2=CC=CC(C(F)(F)F)=C2)CC1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COC1=CC2=C(C=CC=C2CCNC(C)=O)C=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC(C)NNC(=O)C1=CC=NC=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC1=CC(C(=O)NNCC2=CC=CC=C2)=NO1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ClC1=CC(Cl)=C(C(CN2C=CN=C2)OCC2=CC=C(SC3=CC=CC=C3)C=C2)C=C1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
ClC1=CC=C(C(CN2C=CN=C2)OCC2=CC=C(SC3=CC=CC=C3)C=C2)C(Cl)=C1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
COC1C(O)CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC1C,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCOC(=O)C1=CC(=O)C2=C(C=CC=C2OCC(COC2=CC=CC3=C2C(=O)C=C(C(=O)OCC)O3)OC(=O)C(N)CCCCN)O1,1,0,0,0,0,0,1,0,1,1,0,0,0,0
CC(=O)OCC(=O)C1(OC(=O)C2=CC=CO2)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1,0,0,1,0,0,1,1,1,1,0,0,0,0
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COCC1=CC=CC=C1,1,0,0,1,0,0,1,1,1,1,0,0,0,0
COC1=CC=NC(CS(=O)C2=NC3=CC(OC(F)F)=CC=C3[N-]2)=C1OC,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=CC=CC=C1OCC(O)CO,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CC(=O)C1=CC=C2SC3=CC=CC=C3N(CCCN(C)C)C2=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCOC(=O)C1(C2=CC=CC=C2)CCN(CCC(O)C2=CC=CC=C2)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CN1CCN(CCC=C2C3=CC=CC=C3SC3=CC=C(S(=O)(=O)N(C)C)C=C23)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OCCN1CCN(CCC=C2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCCCC1(CC)C(=O)NC(=O)NC1=O,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCC(Br)(CC)C(=O)NC(N)=O,0,0,1,0,0,0,0,0,0,0,0,0,0,0
COC1=CC=CC=C1N1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
O=C(CCCN1CCC(O)(C2=CC(C(F)(F)F)=CC=C2)CC1)C1=CC=C(F)C=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCCC(=O)OC1(C2=CC=C(Br)C=C2)CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
O=C(CCCN1CCC(N2C(=O)NC3=CC=CC=C32)CC1)C1=CC=C(F)C=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
O=C1NCN(C2=CC=CC=C2)C12CCN(CCCC(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1)CC2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OC1(C2=CC(C(F)(F)F)=C(Cl)C=C2)CCN(CCCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
COC1=C(OC)C(OC)=CC(C(=O)OCCCN2CCCN(CCCOC(=O)C3=CC(OC)=C(OC)C(OC)=C3)CC2)=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCCC(=O)C1=CC2=C(C=C1)SC1=CC=CC=C1N2CCCN1CCN(C)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCCC(=O)C1=CC=C2SC3=CC=CC=C3N(CCCN3CCN(C)CC3)C2=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
COC1=C(OCCCN2CCC(C3=NOC4=C3C=CC(F)=C4)CC2)C=CC(C(C)=O)=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CN1CCCCC1CCN1C2=CC=CC=C2SC2=C1C=C(S(C)=O)C=C2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(S(=O)(=O)N(C)C)C=C3)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCN1CCCC1CNC(=O)C1=C(OC)C=CC(Br)=C1OC,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCC(=O)NCCC1CCC2=C1C1=C(C=C2)OCC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCCCC(=O)OCC(=O)C1(O)CC2=C(C(O)=C3C(=O)C4=C(C=CC=C4OC)C(=O)C3=C2O)C(OC2CC(NC(=O)C(F)(F)F)C(O)C(C)O2)C1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
COC1=CC(C2C3=CC4=C(C=C3C(OC3OC5COC(C6=CC=CS6)OC5C(O)C3O)C3COC(=O)C23)OCO4)=CC(OC)=C1O,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC1C(O)C2O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,0,0,0,0,0,0,0,1,0,0,1,0,0,0
CC1=C(C2=CC=C(S(N)(=O)=O)C=C2)C(C2=CC=CC=C2)=NO1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CC[N+](C)(CC)CCSC1=NC2=CC=CC=C2N=C(C2=CC=C(SC3=CC=CC=C3)C=C2)C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OCCO)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,0,0,0,0,0,0,0,0,0,0,0,0,0,1
O=C([O-])CCNC(=O)C1=CC=C(N=NC2=CC=C([O-])C(C(=O)O)=C2)C=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)CC(CN)CC(=O)O,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCC(C)C(CC)C(N)=O,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC#CCC(C)C(O)C=CC1C(O)CC2OC3=C(CCCC(=O)O)C=CC=C3C21,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CC#CCC(C)C(O)C=CC1C(O)CC2CC(=CCCCC(=O)O)CC21,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CCNC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)CCC1=CC=CC=C1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CS(=O)(=O)NC(=O)CCCC=CCC1C(=O)CC(O)C1C=CC(O)COC1=CC=CC=C1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COC1=CC=C(C(=O)NCC2=CC=C(OCCN(C)C)C=C2)C=C1OC,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCN=C(N)NN=CC1=CNC2=CC=C(OC)C=C12,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCC1=NC(C)=C2C(=O)NC(C3=CC(S(=O)(=O)N4CCN(CC)CC4)=CC=C3OCC)=NN12,0,0,0,0,0,0,0,0,0,0,1,0,0,0
O=C(NC1=CC=CC2=C1OC(C1=NNN=N1)=CC2=O)C1=CC=C(OCCCCC2=CC=CC=C2)C=C1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
COC1=CC(C(=O)NCC2=CC=C(OCCN(C)C)C=C2)=CC(OC)=C1OC,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CC(=O)NC(CC1=CC2=CC=CC=C2C=C1)C(=O)NC(CC1=CC=C(Cl)C=C1)C(=O)NC(CC1=CN=CC=C1)C(=O)NC(CO)C(=O)N(C)C(CC1=CC=C(O)C=C1)C(=O)NC(CC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CCCCNC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(N)=O,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NC(=O)C1=C(N)N(C2OC(CO)C(O)C2O)C=N1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC(=O)OC1CN2CCC1CC2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
COC1=C(C)C(C)=C(C=CC(C)=CC=CC(C)=CC(=O)O)C(C)=C1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)C2=C(O)C3=C(C=C2C1C(=O)OC)C(=O)C1=C(C3=O)C(O)=CC=C1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CC1=CC=C(C(=CCN2CCCC2)C2=CC=CC(C=CC(=O)O)=N2)C=C1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NC1=NC2=C(N=CN2COCCO)C(=O)[N-]1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
CCCC(CCC)C(N)=O,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NC1=C2N=CN(C3OC(COP(=O)(O)O)C(O)C3O)C2=NC=N1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N21,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N21,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CNCC(=O)C1=CC(O)=C(O)C=C1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CC(=O)NCCCS(=O)(=O)[O-],0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC(N)C(=O)OC(C)(C)CC1=CC=C(Cl)C=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C=CCNC1=NC(NCC=C)=NC(N2CCN(C(C3=CC=C(F)C=C3)C3=CC=C(F)C=C3)CC2)=N1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CN(C)CCC1=CNC2=CC=C(CS(=O)(=O)N3CCCC3)C=C12,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC1=C(CN2CCC3=C(C2=O)C2=CC=CC=C2N3C)N=CN1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CN(C)C1=NC(N(C)C)=NC(N(C)C)=N1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cl[Al](Cl)Cl,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CC(C)CN(CC(OP(=O)([O-])[O-])C(CC1=CC=CC=C1)NC(=O)OC1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCN(CCCC1=CC=CC=C1)CCCC1=CC=CC=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1CN(CC(CC2=CC=CC=C2)C(=O)NCC(=O)O)CCC1(C)C1=CC=CC(O)=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1(C)SC2C(N=CN3CCCCCC3)C(=O)N2C1C(=O)O,0,0,0,0,1,0,0,0,0,0,0,0,0,0
